PERMIT_TYPE,APP_ID,WDID,STATUS,NOI_PROCESSED_DATE,REGION_BOARD,COUNTY,OPERATOR_NAME,FACILITY_NAME,FACILITY_ADDRESS,FACILITY_CITY,FACILITY_STATE,FACILITY_ZIP,FACILITY_LATITUDE,FACILITY_LONGITUDE,FACILITY_COUNTY,FACILITY_CONTACT_FIRST_NAME,FACILITY_CONTACT_LAST_NAME,FACILITY_PHONE,FACILITY_TOTAL_SIZE,FACILITY_TOTAL_SIZE_UNIT,PRIMARY_SIC
Industrial,268898,4 19I006041,Terminated,1992-04-20,4,Los Angeles,Statewide Environmental Services,Statewide Environmental Svcs,12618 S Main St,Los Angeles,Ca,90061.0,33.91816,-118.27387,Los Angeles,Matthew,Stewart,323-756-7896,18600.0,Sqft,4212-Local Trucking Without Storage
Industrial,268899,4 19I006043,Terminated,1992-06-03,4,Los Angeles,Bowers A Masco Co,Bowers A Masco Co,8685 Bowers Ave,South Gate,Ca,90280.0,33.95319,-118.18992,Los Angeles,Unknown,Unknown,Unknown,442600.0,Sqft,"3471-Electroplating, Plating, Polishing, Anodizing, And Coloring"
Industrial,268900,4 19I006046,Terminated,1992-04-20,4,Los Angeles,Leisure Time Chemical Corp,Leisure Time Chemical Corp,5800 Ayala Ave,Irwindale,Ca,91706.0,34.12044,-117.9413,Los Angeles,Gilbert,M Zendejas,626-969-9661,30000.0,Sqft,"2899-Chemicals And Chemical Preparations, Nec"
Industrial,268901,4 19I006059,Terminated,1992-04-20,4,Los Angeles,Menasco,Menasco,First And Cedar Streets,Burbank,Ca,91502.0,34.06586,-118.21922,Los Angeles,Bruce,Gadney,818-847-9294,19.0,Acres,"3728-Aircraft Parts And Auxiliary Equipment, Nec"
Industrial,268902,4 19I006064,Terminated,1992-04-03,4,Los Angeles,United Concrete Co,United Ready Mixed Concrete Co,11725 Artesia Blvd,Artesia,Ca,90701.0,33.8731,-118.08379,Los Angeles,H,Green,323-865-6211,36177.0,Sqft,3273-Ready-Mixed Concrete
Industrial,268903,4 19I006065,Terminated,1992-04-20,4,Los Angeles,United Concrete Co,United Ready Mixed Concrete Co,4988 Firestone Blvd,South Gate,Ca,90280.0,33.95108,-118.17978,Los Angeles,Sam,Hild,323-564-1866,25056.0,Sqft,3273-Ready-Mixed Concrete
Industrial,268904,4 19I006088,Terminated,1992-04-21,4,Los Angeles,Betz Laboratories Inc,Bete Laboratories,3154 E Harcourt St,Compton,Ca,90221.0,33.86738,-118.20676,Los Angeles,Robt,W Van Aken,323-537-6450,66726.0,Sqft,"2899-Chemicals And Chemical Preparations, Nec"
Industrial,268905,4 19I006090,Terminated,1992-04-21,4,Los Angeles,Hughes Aircraft Co,Hughes Aircraft Scg & Rsg,2000 E Imperial Hwy,El Segundo,Ca,90245.0,33.93087,-118.39234,Los Angeles,Uve,Sillat,310-616-7316,6.0,Acres,3761-Guided Missiles And Space Vehicles
Industrial,268906,4 19I006092,Terminated,1992-04-21,4,Los Angeles,Hughes Aircraft Co,Hughes Aircraft Co,Po Box 92919,Los Angeles,Ca,90009.0,34.06586,-118.21922,Los Angeles,Stephen,Montaperto,310-416-2231,2.0,Acres,3761-Guided Missiles And Space Vehicles
Industrial,268907,4 19I006095,Terminated,1992-04-21,4,Los Angeles,California Air National Guard,Sepulveda Ang Station,15900 Victory,Van Nuys,Ca,91406.0,34.18663,-118.47929,Los Angeles,Michael,J Baldwin,818-909-2300,26.0,Acres,"4213-Trucking, Except Local"
Industrial,268908,4 19I006099,Terminated,1992-04-21,4,Los Angeles,California Air National Guard,Mt Disappontment Ang Radio,Mt Wilson Rd Mile Post 0 4,Unknown,Ca,91023.0,34.06586,-118.21922,Los Angeles,Michael,J Baldwin,818-909-2300,12.0,Acres,"4213-Trucking, Except Local"
Industrial,268912,4 19I006162,Terminated,1992-04-21,4,Los Angeles,Lear Astronics Corp,Lear Astronics,3400 Airport Ave,Santa Monica,Ca,90405.0,34.0164,-118.44528,Los Angeles,James,P Bright,310-915-6863,5.0,Acres,"3728-Aircraft Parts And Auxiliary Equipment, Nec"
Industrial,268917,4 19I006282,Terminated,1992-04-29,4,Los Angeles,National Steak & Poultry,National Steak & Poultry,16015 Phoenix Dr,City Of Industry,Ca,91745.0,34.01136,-117.95607,Los Angeles,Steve,Doiron,626-333-7711,61469.0,Sqft,2013-Sausages And Other Prepared Meats
Industrial,268918,4 19I006283,Terminated,1992-04-24,4,Los Angeles,Hb Fuller Co,H B Fuller Co,16421 Phoebe Ave,La Mirada,Ca,90638.0,33.88189,-118.02153,Los Angeles,Unknown,Unknown,Unknown,8.0,Acres,2891-Adhesives And Sealants
Industrial,268919,4 19I006284,Terminated,1992-04-24,4,Los Angeles,Hb Fuller Co,Fiber Resin Corp,170 W Providencia Ave,Burbank,Ca,91502.0,34.17263,-118.30883,Los Angeles,Joseph,Dehostos,323-849-4608,55.0,Acres,2891-Adhesives And Sealants
Industrial,268920,4 19I006304,Terminated,1992-04-24,4,Los Angeles,Four M Corp,Four M Corp,913 S Maple Ave,Montebello,Ca,90640.0,33.99874,-118.12272,Los Angeles,Robert,Nessl,323-724-1771,3.0,Acres,2653-Corrugated And Solid Fiber Boxes
Industrial,268922,4 19I006305,Terminated,1992-04-24,4,Los Angeles,Four M Corp,Four M Corp Ser Container,301 W Walnut St,Compton,Ca,90220.0,33.87644,-118.22701,Los Angeles,David,Howard,310-537-5250,10.0,Acres,2653-Corrugated And Solid Fiber Boxes
Industrial,268923,4 19I006319,Terminated,1992-04-24,4,Los Angeles,Jefferson Smurfit Corp,Jefferson Smurfit Corp,3033 E Washington Blvd,Los Angeles,Ca,90023.0,34.01655,-118.21429,Los Angeles,Jim,Forrey,323-263-2103,5.0,Acres,5093-Scrap And Waste Materials
Industrial,268924,4 19I006321,Terminated,1992-04-24,4,Los Angeles,Bel Art Recycling,Jefferson Smurfit Corp,2485 E 68Th St,Long Beach,Ca,90805.0,33.87831,-118.16158,Los Angeles,Sue,Maceri,213-633-4601,3.0,Acres,5093-Scrap And Waste Materials
Industrial,268925,4 19I006328,Terminated,1992-04-24,4,Los Angeles,A & B Property,Gaylord Container Perf Sheets,19570 San Jose Ave,City Of Industry,Ca,91748.0,34.00118,-117.87183,Los Angeles,Thomas,Gurnett,949-595-8877,7.0,Acres,2653-Corrugated And Solid Fiber Boxes
Industrial,268926,4 19I006345,Terminated,1992-04-24,4,Los Angeles,Sunclipse,Sunclipse,16222 Phoebe Ave,La Mirada,Ca,90638.0,33.88467,-118.02154,Los Angeles,Stewart,Oyana,213-921-7918,325000.0,Sqft,2653-Corrugated And Solid Fiber Boxes
Industrial,268927,4 19I006347,Terminated,1992-04-24,4,Los Angeles,"Trusdall, Ronald R",California Corrugated,10810 Painter Ave,Santa Fe Springs,Ca,90670.0,33.93458,-118.05138,Los Angeles,Steve,Rose,213-944-0211,6.0,Acres,2653-Corrugated And Solid Fiber Boxes
Industrial,268928,4 19I006348,Terminated,1992-04-24,4,Los Angeles,Californi Acorrugated Industry,Ca Corrugated Indust,11600 Los Nietos Rd,Santa Fe Springs,Ca,90670.0,33.95895,-118.07358,Los Angeles,Barry,Smith,310-944-0211,7.0,Acres,2653-Corrugated And Solid Fiber Boxes
Industrial,268929,4 19I006355,Terminated,1992-04-24,4,Los Angeles,Northrop Grumman Corp,Northrop Aircraft Div D5 Facil,250 W Apra St,Compton,Ca,90220.0,33.86818,-118.22449,Los Angeles,Dan,Florescu,310-331-5380,7.0,Acres,3721-Aircraft
Industrial,268930,4 19I006356,Terminated,1992-04-24,4,Los Angeles,Northrop Grumman Aircraft Div,Northrop Aircraft Div Af Facil,12921 Crenshaw Blvd,Hawthorne,Ca,90250.0,33.91472,-118.3265,Los Angeles,Jim,Yin,310-331-7770,3.0,Acres,3721-Aircraft
Industrial,268931,4 19I006357,Terminated,1992-04-24,4,Los Angeles,Northrop Grumman Corp Military,Northrop Grumman Corp Ap Facil,12606 Cerise Ave,Hawthorne,Ca,90250.0,33.91866,-118.33232,Los Angeles,R,B Holliday,310-332-2455,6.0,Acres,"4226-Special Warehousing And Storage, Nec"
Industrial,268932,4 19I006358,Terminated,1992-04-24,4,Los Angeles,Northrop Grumman Corp,Northrop Grumman Aircraft K6,640 Alaska Ave,Torrance,Ca,90503.0,33.84016,-118.33158,Los Angeles,Dan,Florescu,310-331-5380,6.0,Acres,3721-Aircraft
Industrial,268933,4 19I006359,Terminated,1992-04-24,4,Los Angeles,Northrop Grumman Corp,Northrop Grumman Corp Military,2203 Dominguez Ave,Torrance,Ca,90501.0,34.06586,-118.21922,Los Angeles,Dan,Florescu,310-331-5380,1.0,Acres,"3728-Aircraft Parts And Auxiliary Equipment, Nec"
Industrial,268934,4 19I006360,Terminated,1992-04-24,4,Los Angeles,Norhtrop Corp Aircraft Div,Northrop Aircraft Div Ag Facil,3201 W 131St St,Hawthorne,Ca,90250.0,33.91349,-118.32801,Los Angeles,Dan,Florescu,310-331-7770,3.0,Acres,3721-Aircraft
Industrial,268935,4 19I006361,Terminated,1992-04-24,4,Los Angeles,Northrop Grumman Corp Military,Northrop Grumman Corp Military,One Northrop Ave Ms 5784 18,Hawthorne,Ca,90250.0,34.06586,-118.21922,Los Angeles,R,B Holliday,310-332-2455,322.0,Acres,3721-Aircraft
Industrial,268937,4 19I006376,Terminated,1992-04-24,4,Los Angeles,First Student Inc Co Strata Environmental,Commerce,4702 S Eastern Ave,City Of Commerce,Ca,90040.0,33.99415,-118.16069,Los Angeles,Jerry,Mcelroy,559-268-4077,300000.0,Sqft,4151-School Buses
Industrial,268938,4 19I006377,Terminated,1992-04-24,4,Los Angeles,First Student Inc Co Strata Environmental,Laidlaw West Valley 425,8039 Canoga Ave,Canoga Park,Ca,91304.0,34.21619,-118.59753,Los Angeles,Jerry,Mcelroy,818-226-3769,2.0,Acres,4151-School Buses
Industrial,268939,4 19I006380,Terminated,1992-04-24,4,Los Angeles,First Student Inc Co Strata Environmental,Van Nuys,5725 Sepulveda Blvd,Van Nuys,Ca,91411.0,34.17438,-118.46616,Los Angeles,Jerry,Mcelroy,559-268-4077,300000.0,Sqft,"4119-Local Passenger Transportation, Nec"
Industrial,268940,4 19I006389,Terminated,1992-04-24,4,Los Angeles,Southern California Edison,Redondo Beach Generating Sta,1100 N Harbor Dr,Redondo Beach,Ca,90277.0,33.85096,-118.39652,Los Angeles,Santiago,Chavez,310-318-7491,52.0,Acres,4911-Electric Services
Industrial,268942,4 19I006393,Terminated,1992-04-24,4,Los Angeles,Southern California Edison,Alamitos Generating Station,690 N Studebaker Rd,Long Beach,Ca,90803.0,33.76688,-118.10324,Los Angeles,Steve,Maghy,562-493-7891,225.0,Acres,4911-Electric Services
Industrial,268943,4 19I006401,Terminated,1992-04-24,4,Los Angeles,Consolidated Freightways,Consolidated Freightways,18725 S Laurel Park Rd,Compton,Ca,90220.0,33.86142,-118.21939,Los Angeles,Jim,Mckenzie,310-639-8011,5.0,Acres,"4213-Trucking, Except Local"
Industrial,268944,4 19I006406,Terminated,1992-04-24,4,Los Angeles,Consolidated Freightways,Consolidated Freightways,5139 W 106Th St,Inglewood,Ca,90304.0,33.93997,-118.36942,Los Angeles,Arthur,Rolnik,310-348-1387,2.0,Acres,"4213-Trucking, Except Local"
Industrial,268945,4 19I006413,Terminated,1992-04-24,4,Los Angeles,Consolidated Freightways,Consolidated Freightways,1603 Chapin Rd,Montebello,Ca,90640.0,33.97995,-118.11937,Los Angeles,Lee,Brindley,323-722-6850,3.0,Acres,"4213-Trucking, Except Local"
Industrial,268946,4 19I006424,Terminated,1992-04-24,4,Los Angeles,Consolidated Freightways,Consolidated Freightways Sfs,12739 Lakeland Rd,Santa Fe Springs,Ca,90670.0,33.93173,-118.06001,Los Angeles,Gene,Mcvey,562-903-0110,4.0,Acres,"4213-Trucking, Except Local"
Industrial,268947,4 19I006429,Terminated,1992-04-24,4,Los Angeles,Consolidated Freightways,Consolidated Freightways Cic,20935 Currier Rd,Walnut,Ca,91789.0,34.00828,-117.84832,Los Angeles,Eugene,Mcvey,909-595-6972,122.0,Unknown,"4213-Trucking, Except Local"
Industrial,268948,4 19I006447,Terminated,1992-04-24,4,Los Angeles,Consolidated Freightways,Con Way Western Express,2910 Ross St,Vernon,Ca,90058.0,34.01041,-118.23703,Los Angeles,Bob,Lilja,323-235-1339,5.0,Acres,"4213-Trucking, Except Local"
Industrial,268949,4 19I006451,Terminated,1992-04-24,4,Los Angeles,Consolidated Freightways,Con Way Western Express,406 Live Oak Ave,Irwindale,Ca,91706.0,34.11236,-117.99582,Los Angeles,Phil,Albanese,626-303-7709,194510.0,Sqft,"4213-Trucking, Except Local"
Industrial,268950,4 19I006479,Terminated,1992-04-24,4,Los Angeles,Fortin Industries Inc,Fortin Industries,5428 Cleon Ave,North Hollywood,Ca,91601.0,34.16924,-118.3686,Los Angeles,Arson,Lockwood,818-362-4350,12500.0,Sqft,3081-Unsupported Plastics Film And Sheet
Industrial,268951,4 19I006480,Terminated,1992-04-24,4,Los Angeles,Fortin Industries Inc,Fortin Industries,12950 San Fernando Rd,Sylmar,Ca,91342.0,34.3058,-118.467,Los Angeles,Carson,Lockwood,818-362-4350,253125.0,Sqft,3081-Unsupported Plastics Film And Sheet
Industrial,268952,4 19I006481,Terminated,1992-04-24,4,Los Angeles,Fortin Industries Inc,Fortin Industries,9880 San Fernando Rd,Pacoima,Ca,91331.0,34.25068,-118.40509,Los Angeles,Carson,Lockwood,818-362-4350,67500.0,Sqft,3081-Unsupported Plastics Film And Sheet
Industrial,268953,4 19I006501,Terminated,1992-04-03,4,Los Angeles,Los Angeles Freightliner,La Freightliner,19523 S Susana Rd,Compton,Ca,90221.0,33.85391,-118.20661,Los Angeles,William,A Springer,310-695-0511,122.0,Unknown,"4213-Trucking, Except Local"
Industrial,268954,4 19I006515,Terminated,1992-11-17,4,Los Angeles,Costa Macaroni Manufacturing Co,Costa Macaroni Mfg Co,4790 Valley Blvd,Los Angeles,Ca,90032.0,34.06531,-118.18051,Los Angeles,Steve,Zoccoli,323-225-2464,1.0,Acres,"2098-Macaroni, Spaghetti, Vermicelli, And Noodles"
Industrial,268955,4 19I006523,Terminated,1992-04-27,4,Los Angeles,Ici Americas Inc,Ici Tribol Hawthorne,4801 147Th,Hawthorne,Ca,90250.0,33.89787,-118.3613,Los Angeles,George,D Lillie,310-679-0271,30000.0,Sqft,2992-Lubricating Oils And Greases
Industrial,268956,4 19I006527,Terminated,1992-11-17,4,Los Angeles,Mendez Trucking Inc,Mendez Trucking Inc,14732 S Maple Ave,Gardena,Ca,90248.0,33.89936,-118.27286,Los Angeles,Raul,Diaz,310-515-2663,1.0,Acres,"4213-Trucking, Except Local"
Industrial,268957,4 19I006536,Terminated,1992-04-27,4,Los Angeles,Yrc Freight,Roadway Express,13327 Temple Ave,City Of Industry,Ca,91746.0,34.05514,-117.98857,Los Angeles,Jeff,Tovey,626-968-1399,4.0,Acres,4231-Terminal And Joint Terminal Maintenance Facilities For Motor Freight Transportation
Industrial,268959,4 19I006570,Terminated,1992-04-27,4,Los Angeles,Manhattan Beach School District,Operations Trans,1230 Rosecrans Ave Ste 400,Manhattan Beach,Ca,90266.0,33.90181,-118.39274,Los Angeles,Lincoln,Silvia,310-546-3488,88200.0,Sqft,4151-School Buses
Industrial,268960,4 19I006688,Terminated,1992-05-01,4,Los Angeles,Etm Corp,Etm Corp,144 Chestnut,Monrovia,Ca,91016.0,34.06586,-118.21922,Los Angeles,Unknown,Unknown,Unknown,19949.0,Sqft,"3499-Fabricated Metal Products, Nec"
Industrial,268965,4 19I006770,Terminated,1992-12-02,4,Los Angeles,Halliburton Co,Halliburton Services,12320 Bloomfield Ave,Santa Fe Springs,Ca,90670.0,33.91929,-118.06393,Los Angeles,Charles,Turner,213-863-8701,6.0,Acres,"1389-Oil And Gas Field Services, Nec"
Industrial,268967,4 19I006844,Terminated,1992-05-07,4,Los Angeles,Industrial Freight System,Industrial Freight Sys,1101 E Janis St,Carson,Ca,90746.0,33.87679,-118.2534,Los Angeles,Kris,Vladic,310-635-7171,2.0,Acres,4212-Local Trucking Without Storage
Industrial,268968,4 19I006847,Terminated,1992-05-07,4,Los Angeles,Industrial Freight System,Corona Trucking,4700 S Eastern,Bell,Ca,90040.0,33.99419,-118.16068,Los Angeles,Michael,Gavci,323-721-0041,6.0,Acres,4212-Local Trucking Without Storage
Industrial,268969,4 19I006854,Terminated,1992-05-07,4,Los Angeles,Pocino Inc,Pocino Inc,14250 Lomitas Ave,City Of Industry,Ca,91746.0,34.03053,-117.98983,Los Angeles,Industry,City,626-575-1977,4.0,Acres,2141-Tobacco Stemming And Redrying
Industrial,268971,4 19I006883,Terminated,1992-05-07,4,Los Angeles,City Of Los Angeles,Griffith Park Compost Facility,Dg Pit Griffith Park Dr,Los Angeles,Ca,90027.0,34.06586,-118.21922,Los Angeles,Chris,Peot,310-648-5378,1.0,Acres,5093-Scrap And Waste Materials
Industrial,268972,4 19I006920,Terminated,1992-04-01,4,Los Angeles,Sealright Packaging Co,Sealright Packing Co,6443 Slauson,City Of Commerce,Ca,90040.0,33.98357,-118.14532,Los Angeles,Larry,W Mackey,323-267-6591,274000.0,Sqft,3082-Unsupported Plastics Profile Shapes
Industrial,268973,4 19I006933,Terminated,1992-05-11,4,Los Angeles,Los Angeles Times,Los Angeles,145 S Spring St,Los Angeles,Ca,90012.0,34.05239,-118.24499,Los Angeles,Russ,Burgess,213-237-6851,46.0,Acres,"2711-Newspapers:  Publishing, Or Publishing And Printing"
Industrial,268974,4 19I006938,Terminated,1992-05-11,4,Los Angeles,"Cheng, Henry",Henry S Auto Dismantling,1023 W 2Nd St,Pomona,Ca,91766.0,34.05758,-117.76159,Los Angeles,Henry,Cheng,949-629-7888,10490.0,Sqft,"5015-Motor Vehicle Parts, Used"
Industrial,268976,4 19I006939,Terminated,1993-07-12,4,Los Angeles,"Shin, Mike","Shin, Mike",3100 S Mayflower Ave,Monrovia,Ca,91016.0,34.06586,-118.21922,Los Angeles,Mike,Shin,626-446-6100,68500.0,Sqft,"5015-Motor Vehicle Parts, Used"
Industrial,268978,4 19I006947,Terminated,1992-05-11,4,Los Angeles,Ling Electroinics,Kimball Industries,132 W Chestnut Ave,Monrovia,Ca,91016.0,34.14259,-118.00166,Los Angeles,George,Haslinger,626-357-6061,16000.0,Sqft,"3829-Measuring And Controlling Devices, Nec"
Industrial,268980,4 19I006951,Terminated,1992-05-12,4,Los Angeles,Cec Instruments Div Imo Ind,Imo Industries Inc,955 Overland Ct,San Dimas,Ca,91773.0,34.10996,-117.82632,Los Angeles,M,A Zoeller,909-599-3200,5.0,Acres,"3479-Coating, Engraving, And Allied Services, Nec"
Industrial,268983,4 19I006954,Terminated,1992-05-12,4,Los Angeles,Wm H Shatto Inc,Wm H Shatto Inc,124 Live Oak Ave,Irwindale,Ca,91706.0,34.11109,-118.00425,Los Angeles,Herman,Clary,626-446-0104,1.0,Acres,"4213-Trucking, Except Local"
Industrial,268985,4 19I006957,Terminated,1992-05-12,4,Los Angeles,Dot Line Transportation,Dot Line Transportation,1701 Gage,Montebello,Ca,90640.0,33.97921,-118.12285,Los Angeles,Robert,W Scholl,323-722-8920,55000.0,Sqft,"4213-Trucking, Except Local"
Industrial,268987,4 19I006959,Terminated,1992-05-14,4,Los Angeles,Turner Casting Corp,Turner Casting Corp,8333 Wilcox Ave,Bell Gardens,Ca,90201.0,33.95745,-118.1797,Los Angeles,Debbie,Comstock,323-733-2363,5.0,Acres,3365-Aluminum Foundries
Industrial,268988,4 19I006962,Terminated,1992-05-14,4,Los Angeles,Ryder Truck Rental Inc,Ryder Truck,2947 Leonis Blvd,Vernon,Ca,90058.0,34.00011,-118.21642,Los Angeles,Dale,Anderson,323-588-3287,4.0,Acres,4212-Local Trucking Without Storage
Industrial,268989,4 19I006964,Terminated,1992-05-14,4,Los Angeles,Ate Management,Mar Vista,221 N Marine Ave,Wilmington,Ca,90744.0,33.77153,-118.26308,Los Angeles,Alice,Fitch,310-498-3267,36960.0,Sqft,4111-Local And Suburban Transit
Industrial,268990,4 19I006966,Terminated,1992-05-14,4,Los Angeles,Los Angeles Times,La Times,20000 Prairie St,Chatsworth,Ca,91311.0,34.23917,-118.56829,Los Angeles,Ed,Weilbacher,818-772-3260,23.0,Acres,"2711-Newspapers:  Publishing, Or Publishing And Printing"
Industrial,268996,4 19I007002,Terminated,1992-05-21,4,Los Angeles,Hbjj Inc,Hbjj Truck Terminal,10701 Inez,Whittier,Ca,90605.0,33.93713,-118.04417,Los Angeles,John,Pivovaroff,310-944-9786,2.0,Acres,4953-Refuse Systems
Industrial,269000,4 19I007034,Terminated,1992-06-25,4,Los Angeles,Westlake Truck Leasing,Westlake Truck Leasing,28230 Dorothy Dr,Agoura,Ca,91301.0,34.14217,-118.74097,Los Angeles,Don,Goodrow,818-707-8800,2.0,Acres,4212-Local Trucking Without Storage
Industrial,269002,4 19I007038,Terminated,1992-05-28,4,Los Angeles,Ciba Geigy Corp,Ciba Geigy Corp Furane,5121 W San Fernando Rd,Los Angeles,Ca,90039.0,34.14528,-118.27159,Los Angeles,Dennis,Farragher,818-247-6210,5.0,Acres,"2821-Plastics Material And Synthetic Resins, And Nonvulcanizable Elastomers"
Industrial,269004,4 19I007043,Terminated,1992-05-29,4,Los Angeles,Eastern Auto Wrecking,Eastern Auto Wrecking,828 Alpha St,Duarte,Ca,91010.0,34.11893,-117.98682,Los Angeles,Henry,Wong,626-303-3693,38710.0,Sqft,"5015-Motor Vehicle Parts, Used"
Industrial,269009,4 19I007054,Terminated,1992-12-29,4,Los Angeles,Wincup Holding Inc,Wincup,5600 E Olympic Blvd,Los Angeles,Ca,90022.0,34.01458,-118.15032,Los Angeles,Bill,Rhodes,323-726-8100,500000.0,Sqft,3086-Plastics Foam Products
Industrial,269010,4 19I007057,Terminated,1992-04-27,4,Los Angeles,Monsanto Chemical Co,Monsanto Co,6251 N Paramount Blvd,Long Beach,Ca,90805.0,33.8682,-118.15994,Los Angeles,Ted,Naegel,310-423-8441,18.0,Acres,"2819-Industrial Inorganic Chemicals, Nec"
Industrial,269017,4 19I007111,Terminated,1992-06-02,4,Los Angeles,Bostik Inc,Bostik Inc,500 W 17Th St,Long Beach,Ca,90813.0,33.78788,-118.19812,Los Angeles,Edward,Lui,562-491-5240,21150.0,Sqft,"2899-Chemicals And Chemical Preparations, Nec"
Industrial,269020,4 19I007127,Terminated,1992-06-02,4,Los Angeles,Gi Trucking,G I Trucking,405 E Alondra Blvd,Compton,Ca,90221.0,33.88858,-118.21771,Los Angeles,Darrell,Swisher,213-639-9033,5.0,Acres,"4213-Trucking, Except Local"
Industrial,269021,4 19I007155,Terminated,1992-06-04,4,Los Angeles,Los Angeles County Sanitation Districts,Beach Avenue Sulfide Control S,366 E Beach Ave,Inglewood,Ca,90302.0,33.96936,-118.35077,Los Angeles,John,Redner,310-638-1161,1.0,Acres,4952-Sewerage Systems
Industrial,269022,4 19I007158,Terminated,1992-06-04,4,Los Angeles,Us Government,Navmarcorescen Encino,6337 Balboa Blvd,Encino,Ca,91316.0,34.18608,-118.50119,Los Angeles,Commanding,Officer,818-344-5101,16.0,Acres,"4119-Local Passenger Transportation, Nec"
Industrial,269023,4 19I007159,Terminated,1992-07-04,4,Los Angeles,Us Government,Mavmarcorescen,1700 Stadium Way,Los Angeles,Ca,90012.0,34.0704,-118.24503,Los Angeles,Commanding,Officer,213-627-2891,6.0,Acres,"4213-Trucking, Except Local"
Industrial,269024,4 19I007162,Terminated,1992-06-04,4,Los Angeles,"Stadler, Gp",S & M Moving Systems,1915 Abalone Ave,Torrance,Ca,90501.0,33.82894,-118.3117,Los Angeles,G,Stadler,310-328-7021,40000.0,Sqft,4214-Local Trucking With Storage
Industrial,269025,4 19I007173,Terminated,1993-07-13,4,Los Angeles,"Sessosms, Dan",Graebel,12020 Woodruff Ave Ste A,Downey,Ca,90241.0,33.92577,-118.1167,Los Angeles,Les,Hyde,310-803-6552,2.0,Acres,4214-Local Trucking With Storage
Industrial,269026,4 19I007182,Terminated,1992-06-05,4,Los Angeles,Aaa Foreign Auto Parts,Aaa Foreign Auto Parts,9101 Glenoaks Blvd,Sun Valley,Ca,91352.0,34.23454,-118.37136,Los Angeles,Carlo,Viola,818-504-3939,27000.0,Sqft,"5015-Motor Vehicle Parts, Used"
Industrial,269029,4 19I007194,Terminated,1992-06-09,4,Los Angeles,Fansteel Inc,Fansteel Psm,5235 W 104Th St,Los Angeles,Ca,90045.0,33.9419,-118.371,Los Angeles,Unknown,Unknown,Unknown,7.0,Acres,"3728-Aircraft Parts And Auxiliary Equipment, Nec"
Industrial,269030,4 19I007195,Terminated,1992-06-09,4,Los Angeles,Seimens Energy & Autoamtion,Seimens Energy & Autoamtion,2420 S Reservoir St,Pomona,Ca,91766.0,34.02793,-117.73156,Los Angeles,Joe,Hartman,714-627-6141,5.0,Acres,"3629-Electrical Industrial Apparatus, Nec"
Industrial,269032,4 19I007205,Terminated,1992-06-09,4,Los Angeles,Diamond Perforated Metals,Diamond Perforated Metals,17915 S Figueroa St,Gardena,Ca,90248.0,33.86851,-118.28165,Los Angeles,Edwin,T White,310-321-2500,6.0,Acres,"3469-Metal Stamping, Nec"
Industrial,269038,4 19I007229,Terminated,1992-06-18,4,Los Angeles,Koch Carbon Llc,Koch Carbon,500 Terminal Way,San Pedro,Ca,90731.0,33.74279,-118.26265,Los Angeles,Edwin,Koerperich,310-436-4680,14.0,Acres,2911-Petroleum Refining
Industrial,269040,4 19I007230,Terminated,1992-06-22,4,Los Angeles,Allan Co,Allan Co,600 Stoney,South Pasadena,Ca,91030.0,34.12041,-118.16673,Los Angeles,Radolpho,Majarro,626-799-0041,1.0,Acres,5093-Scrap And Waste Materials
Industrial,269042,4 19I007234,Terminated,1992-06-22,4,Los Angeles,Master Product,Master Prod,3480 E 14Th St # 81,Los Angeles,Ca,90023.0,34.01729,-118.20357,Los Angeles,Carlos,Sanchez,323-265-8048,83000.0,Sqft,"3499-Fabricated Metal Products, Nec"
Industrial,269044,4 19I007257,Terminated,1992-06-23,4,Los Angeles,Pgp Industries Inc,Pgp Industries Inc,13429 Alondra,Santa Fe Springs,Ca,90670.0,33.88792,-118.04599,Los Angeles,George,Malouf,562-921-7464,2.0,Acres,3341-Secondary Smelting And Refining Of Nonferrous Metals
Industrial,269046,4 19I007262,Terminated,1992-06-23,4,Los Angeles,Bonita Unified School District,Bonita Unified Sch Dist,115 W Allen Ave,San Dimas,Ca,91773.0,34.11757,-117.80744,Los Angeles,David,Kempf,909-394-9247,2.0,Acres,4151-School Buses
Industrial,269047,4 19I007266,Terminated,1993-07-13,4,Los Angeles,K & T Ca Inc,United Warehouse & Dist Corp,2417 E Carson St,Long Beach,Ca,90810.0,33.83205,-118.22755,Los Angeles,Jerold,Ingrao,310-522-2200,390000.0,Sqft,4225-General Warehousing And Storage
Industrial,269048,4 19I007269,Terminated,1992-06-23,4,Los Angeles,Riverside Steel Construction,Riverside Steel Const,11401 Greenstone Ave,Santa Fe Springs,Ca,90670.0,33.92766,-118.05813,Los Angeles,William,P Helm,310-944-6131,2.0,Acres,4225-General Warehousing And Storage
Industrial,269049,4 19I007273,Terminated,1993-07-13,4,Los Angeles,Airborne Express,Airborne Express,15041 Keswick St,Van Nuys,Ca,91405.0,34.21028,-118.46019,Los Angeles,Amit,Singh,818-994-0165,2.0,Acres,4215-Courier Services Except By Air
Industrial,269050,4 19I007281,Terminated,1993-01-13,4,Los Angeles,Alameda Industrial Med Gr,Alameda Industrial Med Gr,1907 E Washington Blvd,Los Angeles,Ca,90021.0,34.01997,-118.23928,Los Angeles,Paul,Forray,213-747-7667,90000.0,Sqft,"5015-Motor Vehicle Parts, Used"
